32,0,1.00066,1.00066,2607848,20848900,1,81088,,,,false
32,10.0006,11.0006,0.999963,3786800,30295500,0,735584,,,,false
32,100.016,101.001,0.98412,2621440,21309900,0,1831720,,,,false
32,1.00066,2.00037,0.999701,3258000,26071800,0,105704,,,,false
32,101.001,102,0.999549,3932160,31471500,0,1846200,,,,false
32,102,103.014,1.01378,2621440,20686500,0,1851992,,,,false
32,103.014,104.033,1.01879,2621440,20584700,0,1853440,,,,false
32,104.033,105.001,0.968122,2621440,21662100,0,1853440,,,,false
32,105.001,106,0.999567,2621440,20980600,0,1857784,,,,false
32,106,107.014,1.01322,2621440,20697900,0,1866472,,,,false
32,107.014,108.013,0.999475,3932160,31473800,0,1885296,,,,false
32,108.013,109.001,0.988064,2621440,21224900,0,1917152,,,,false
32,109.001,110.004,1.0034,2621440,20900500,0,1954800,,,,false
32,110.004,111,0.996013,1310720,10527700,0,2015616,,,,false
32,11.0006,12.0003,0.99976,3932160,31464800,0,935408,,,,false
32,111,112.001,1.00085,2621440,20953600,0,2114080,,,,false
32,112.001,113,0.998715,3932160,31497800,0,2231368,,,,false
32,113,114,1.0001,2621440,20969400,0,2371824,,,,false
32,114,115.001,1.0004,2621440,20963200,0,2544136,,,,false
32,115.001,116,0.999667,3932160,31467800,0,2746856,,,,false
32,116,117.023,1.02236,1310720,10256400,0,2904688,,,,false
32,117.023,118.002,0.979732,0,0,0,3000256,,,,false
32,118.002,119.014,1.01132,1310720,10368300,0,3240624,,,,false
32,119.014,120.016,1.00279,0,0,290,2445672,,,,false
32,12.0003,13.0006,1.00033,3932160,31446900,0,1169984,,,,false
32,120.016,121.015,0.998452,0,0,426,2425400,,,,false
32,121.015,122,0.985172,9175040,74505100,398,609608,,,,false
32,122,123.014,1.01361,2621440,20690000,0,1756424,,,,false
32,123.014,124,0.98669,3932160,31881600,0,1841856,,,,false
32,124,125.014,1.01403,2621440,20681300,0,1917152,,,,false
32,125.014,126,0.986036,2621440,21268500,0,1972176,,,,false
32,126,127,0.999635,3932160,31468800,0,2012720,,,,false
32,127,128.001,1.00047,2621440,20961700,0,2037336,,,,false
32,128.001,129,0.999672,2621440,20978400,0,2051816,,,,false
32,129,130.011,1.01121,2621440,20739000,0,2059056,,,,false
32,13.0006,14.0007,1.00001,3932160,31457100,0,1434968,,,,false
32,130.011,131.001,0.989357,3932160,31795700,0,2060504,,,,false
